antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'bur oak', 'cottonwood'})","frozenset({'crabapple', 'austrian pine', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cottonwood', 'texas red oak'})","frozenset({'crabapple', 'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'crabapple', 'cottonwood'})","frozenset({'austrian pine', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'cottonwood'}),"frozenset({'crabapple', 'austrian pine', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'cottonwood'})",frozenset({'deodar cedar'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'deodar cedar', 'cottonwood'})",frozenset({'siberian elm'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'deodar cedar'})",frozenset({'cottonwood'}),0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'cottonwood', 'deodar cedar'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'bur oak', 'deodar cedar', 'cottonwood'})",frozenset({'austrian pine'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak', 'cottonwood'})","frozenset({'siberian elm', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'bur oak'})","frozenset({'cottonwood', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak', 'deodar cedar'})","frozenset({'siberian elm', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'cottonwood'})","frozenset({'bur oak', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'cottonwood', 'deodar cedar'})","frozenset({'siberian elm', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'deodar cedar'})","frozenset({'bur oak', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak', 'cottonwood'})","frozenset({'austrian pine', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'bur oak', 'deodar cedar', 'cottonwood'})","frozenset({'siberian elm', 'austrian pine'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak', 'deodar cedar'})","frozenset({'austrian pine', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'cottonwood', 'deodar cedar'})","frozenset({'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak'})","frozenset({'siberian elm', 'cottonwood', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'cottonwood'})","frozenset({'siberian elm', 'bur oak', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine'})","frozenset({'bur oak', 'deodar cedar', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'bur oak', 'cottonwood'})","frozenset({'siberian elm', 'austrian pine', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak'})","frozenset({'austrian pine', 'cottonwood', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'cottonwood'})","frozenset({'austrian pine', 'bur oak', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cottonwood', 'deodar cedar'})","frozenset({'siberian elm', 'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'deodar cedar'})","frozenset({'austrian pine', 'bur oak', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'cottonwood'}),"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak', 'cottonwood', 'texas red oak'})",frozenset({'deodar cedar'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'deodar cedar', 'cottonwood'})",frozenset({'texas red oak'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'deodar cedar', 'texas red oak'})",frozenset({'cottonwood'}),0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'cottonwood', 'deodar cedar', 'texas red oak'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'bur oak', 'deodar cedar', 'cottonwood', 'texas red oak'})",frozenset({'austrian pine'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak', 'cottonwood'})","frozenset({'deodar cedar', 'texas red oak'})",0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'texas red oak'})","frozenset({'cottonwood', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak', 'deodar cedar'})","frozenset({'cottonwood', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'cottonwood', 'texas red oak'})","frozenset({'bur oak', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'cottonwood', 'deodar cedar'})","frozenset({'bur oak', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'bur oak', 'cottonwood', 'texas red oak'})","frozenset({'austrian pine', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'bur oak', 'deodar cedar', 'cottonwood'})","frozenset({'austrian pine', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'cottonwood', 'deodar cedar', 'texas red oak'})","frozenset({'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak'})","frozenset({'cottonwood', 'deodar cedar', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'cottonwood'})","frozenset({'bur oak', 'deodar cedar', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'bur oak', 'cottonwood'})","frozenset({'austrian pine', 'deodar cedar', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'cottonwood', 'texas red oak'})","frozenset({'austrian pine', 'bur oak', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cottonwood', 'deodar cedar'})","frozenset({'austrian pine', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'cottonwood'}),"frozenset({'austrian pine', 'bur oak', 'deodar cedar', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak', 'cottonwood', 'texas red oak'})",frozenset({'siberian elm'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'cottonwood'})",frozenset({'texas red oak'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'texas red oak'})",frozenset({'cottonwood'}),0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'cottonwood', 'texas red oak'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'bur oak', 'cottonwood', 'texas red oak'})",frozenset({'austrian pine'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak', 'cottonwood'})","frozenset({'siberian elm', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak', 'texas red oak'})","frozenset({'siberian elm', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'bur oak'})","frozenset({'cottonwood', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'cottonwood', 'texas red oak'})","frozenset({'siberian elm', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'cottonwood'})","frozenset({'bur oak', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'texas red oak'})","frozenset({'bur oak', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'bur oak', 'cottonwood', 'texas red oak'})","frozenset({'siberian elm', 'austrian pine'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak', 'cottonwood'})","frozenset({'austrian pine', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'bur oak', 'texas red oak'})","frozenset({'austrian pine', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'cottonwood', 'texas red oak'})","frozenset({'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak'})","frozenset({'siberian elm', 'cottonwood', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'cottonwood'})","frozenset({'siberian elm', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine'})","frozenset({'bur oak', 'cottonwood', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'bur oak', 'cottonwood'})","frozenset({'siberian elm', 'austrian pine', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak'})","frozenset({'austrian pine', 'cottonwood', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'cottonwood', 'texas red oak'})","frozenset({'siberian elm', 'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'cottonwood'})","frozenset({'austrian pine', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'texas red oak'})","frozenset({'austrian pine', 'bur oak', 'cottonwood'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'cottonwood'}),"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'crabapple'})",frozenset({'deodar cedar'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'deodar cedar'})",frozenset({'crabapple'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'crabapple', 'austrian pine', 'bur oak', 'deodar cedar'})",frozenset({'siberian elm'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'deodar cedar', 'crabapple'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'crabapple', 'bur oak', 'deodar cedar'})",frozenset({'austrian pine'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak'})","frozenset({'crabapple', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'bur oak'})","frozenset({'siberian elm', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak', 'deodar cedar'})","frozenset({'siberian elm', 'crabapple'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'crabapple'})","frozenset({'bur oak', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'deodar cedar'})","frozenset({'crabapple', 'bur oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'deodar cedar'})","frozenset({'siberian elm', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'crabapple', 'bur oak'})","frozenset({'austrian pine', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'bur oak', 'deodar cedar'})","frozenset({'crabapple', 'austrian pine'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'crabapple', 'deodar cedar'})","frozenset({'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak'})","frozenset({'siberian elm', 'crabapple', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine'})","frozenset({'crabapple', 'bur oak', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine'})","frozenset({'siberian elm', 'bur oak', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak'})","frozenset({'crabapple', 'austrian pine', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'deodar cedar'})","frozenset({'crabapple', 'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'crabapple', 'austrian pine', 'bur oak', 'texas red oak'})",frozenset({'deodar cedar'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'deodar cedar', 'texas red oak'})",frozenset({'crabapple'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'crabapple', 'austrian pine', 'bur oak', 'deodar cedar'})",frozenset({'texas red oak'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'crabapple', 'austrian pine', 'deodar cedar', 'texas red oak'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak', 'texas red oak'})","frozenset({'crabapple', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'bur oak'})","frozenset({'deodar cedar', 'texas red oak'})",0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'deodar cedar'})","frozenset({'crabapple', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'texas red oak'})","frozenset({'bur oak', 'deodar cedar'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'deodar cedar'})","frozenset({'bur oak', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak'})","frozenset({'crabapple', 'deodar cedar', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine'})","frozenset({'bur oak', 'deodar cedar', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'texas red oak'})",frozenset({'crabapple'}),0.2,0.8,0.2,1.0,1.25,1.0,0.03999999999999998,inf,0.24999999999999983,0.25,1.0,0.625
"frozenset({'crabapple', 'austrian pine', 'bur oak', 'texas red oak'})",frozenset({'siberian elm'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'crabapple'})",frozenset({'texas red oak'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'siberian elm', 'austrian pine', 'crabapple', 'texas red oak'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'crabapple', 'bur oak', 'texas red oak'})",frozenset({'austrian pine'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak', 'texas red oak'})","frozenset({'siberian elm', 'crabapple'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak'})","frozenset({'crabapple', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'bur oak'})","frozenset({'siberian elm', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'texas red oak'})","frozenset({'crabapple', 'bur oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine', 'texas red oak'})","frozenset({'siberian elm', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'crabapple'})","frozenset({'bur oak', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'bur oak', 'texas red oak'})","frozenset({'crabapple', 'austrian pine'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'crabapple', 'bur oak'})","frozenset({'austrian pine', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'crabapple', 'texas red oak'})","frozenset({'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'austrian pine', 'bur oak'})","frozenset({'siberian elm', 'crabapple', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine'})","frozenset({'crabapple', 'bur oak', 'texas red oak'})",0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'crabapple', 'austrian pine'})","frozenset({'siberian elm', 'bur oak', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'bur oak'})","frozenset({'crabapple', 'austrian pine', 'texas red oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'texas red oak'})","frozenset({'crabapple', 'austrian pine', 'bur oak'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'texas red oak'})",frozenset({'deodar cedar'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'austrian pine', 'bur oak', 'deodar cedar', 'texas red oak'})",frozenset({'siberian elm'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'austrian pine', 'bur oak', 'deodar cedar'})",frozenset({'texas red oak'}),0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'siberian elm', 'austrian pine', 'deodar cedar', 'texas red oak'})",frozenset({'bur oak'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'siberian elm', 'bur oak', 'deodar cedar', 'texas red oak'})",frozenset({'austrian pine'}),0.2,0.4,0.2,1.0,2.5,1.0,0.12,inf,0.7499999999999998,0.49999999999999994,1.0,0.75
"frozenset({'austrian pine', 'bur oak', 'texas red oak'})","frozenset({'siberian elm', 'deodar cedar'})",0.2,0.2,0.2,1.0,5.0,1.0,0.16,inf,0.9999999999999998,1.0,1.0,1.0
"frozenset({'siberian elm', 'austrian pine', 'bur oak'})","frozenset({'deodar cedar', 'texas red oak'})",0.2,0.6,0.2,1.0,1.6666666666666667,1.0,0.08000000000000002,inf,0.5,0.3333333333333333,1.0,0.6666666666666667
